Year,Area,Street,Street 2,Strange HTML
2011,Wolverhampton,High̴St̴Bilston,High St Bilston,
2011,Wolverhampton," Indi̴Bar,̴Lichfield̴Street"," Indi Bar, Lichfield Street",
2011,Wolverhampton,Jack̴hayward̴Way,Jack hayward Way,
2011,Wolverhampton,Junction̴10̴o/s̴Village̴Hotel,Junction 10 o/s Village Hotel,
2011,Wolverhampton," Laurel̴Road,̴Dudley"," Laurel Road, Dudley",
2011,Wolverhampton,Leacroft̴Avenue,Leacroft Avenue,
2011,Wolverhampton,Leacroft̴Avenue,Leacroft Avenue,
2011,Wolverhampton," Lennox̴Gardens,̴Wton"," Lennox Gardens, Wton",
2011,Wolverhampton,lewisham̴rd̴wolverhampton,lewisham rd wolverhampton,
2011,Wolverhampton,Lichfiedl̴Street,Lichfiedl Street,
2011,Wolverhampton,lichfield̴st,lichfield st,
2011,Wolverhampton," lichfield̴st,̴city̴centre,̴wolves"," lichfield st, city centre, wolves",
2011,Wolverhampton," lichfield̴st,̴wolverhampton"," lichfield st, wolverhampton",
2011,Wolverhampton," Lichfield̴St,̴Wton"," Lichfield St, Wton",
2011,Wolverhampton,Lichfield̴Street,Lichfield Street,
2011,Wolverhampton,Lichfield̴Street,Lichfield Street,
2011,Wolverhampton,Lichfield̴Street,Lichfield Street,
2011,Wolverhampton,Lichfield̴Street,Lichfield Street,
2011,Wolverhampton,Lichfield̴Street,Lichfield Street,
2011,Wolverhampton,Lichfield̴Street,Lichfield Street,
2011,Wolverhampton,Lichfield̴Street,Lichfield Street,
2011,Wolverhampton," Lichfield̴Street̴@Princess̴Street,̴w�����ton"," Lichfield Street @Princess Street, w�����ton",
2011,Wolverhampton," Lichfield̴Street,̴City̴Centre,̴W�����ton"," Lichfield Street, City Centre, W�����ton",
2011,Wolverhampton," Lichfield̴Street,̴City̴Centre,̴W�����ton"," Lichfield Street, City Centre, W�����ton",
2011,Wolverhampton," Lichfield̴Street,̴Wolverhampton."," Lichfield Street, Wolverhampton.",
2011,Wolverhampton," Lichfield̴Street,̴W'ton."," Lichfield Street, W'ton.",
2011,Wolverhampton,lower̴villiers̴Street,lower villiers Street,
2011,Wolverhampton,Lunt̴Road,Lunt Road,
2011,Wolverhampton,Market̴St̴wolverhampton,Market St wolverhampton,
2011,Wolverhampton," Market̴st,̴Wolverhampton"," Market st, Wolverhampton",
2011,Wolverhampton," Market̴St,̴Wolves."," Market St, Wolves.",
2011,Wolverhampton," Market̴St,̴Wton"," Market St, Wton",
2011,Wolverhampton,Market̴Street,Market Street,
2011,Wolverhampton,Market̴Street,Market Street,
2011,Wolverhampton,Market̴Street,Market Street,
2011,Wolverhampton,market̴Street,market Street,
2011,Wolverhampton,Market̴Street,Market Street,
2011,Wolverhampton,Market̴Street,Market Street,
2011,Wolverhampton," Market̴Street,̴City̴Centre,̴W�����ton"," Market Street, City Centre, W�����ton",
2011,Wolverhampton," Market̴Street,̴Wolverhampton"," Market Street, Wolverhampton",
2011,Wolverhampton," market̴street,̴wolverhampton"," market street, wolverhampton",
2011,Wolverhampton," Market̴Street,̴Wolverhampton"," Market Street, Wolverhampton",
2011,Wolverhampton," Market̴Street,̴wolverhampton"," Market Street, wolverhampton",
2011,Wolverhampton," Market̴Street,̴Wolverhampton"," Market Street, Wolverhampton",
2011,Wolverhampton," Market̴Street,̴Wolverhampton."," Market Street, Wolverhampton.",
2011,Wolverhampton," Market̴Street,̴Wolves"," Market Street, Wolves",
2011,Wolverhampton," Market̴Street,̴Wolves."," Market Street, Wolves.",
2011,Wolverhampton,marsaton̴road,marsaton road,
2011,Wolverhampton,marston̴Rd̴wolverhampton,marston Rd wolverhampton,
2011,Wolverhampton," Millcroft,̴wolves."," Millcroft, wolves.",
2011,Wolverhampton,Moseley̴̴RD̴Wolverhampton,Moseley  RD Wolverhampton,
2011,Wolverhampton," Moseley̴Road,̴Bilston."," Moseley Road, Bilston.",
2011,Wolverhampton,Mount̴Pleasant,Mount Pleasant,
2011,Wolverhampton," Mount̴Plesant,̴Bilston"," Mount Plesant, Bilston",
2011,Wolverhampton," near̴yates̴wine̴bar,̴Wolves̴city̴centre."," near yates wine bar, Wolves city centre.",
2011,Wolverhampton,new̴|cross̴Hospital,new |cross Hospital,
2011,Wolverhampton,New̴Cross̴Hospital,New Cross Hospital,
2011,Wolverhampton,New̴cross̴Hospital,New cross Hospital,
2011,Wolverhampton,new̴Cross̴Hospital,new Cross Hospital,
2011,Wolverhampton,New̴Cross̴Hospital,New Cross Hospital,
2011,Wolverhampton," New̴Cross̴hospital,̴wolverhampton"," New Cross hospital, wolverhampton",
2011,Wolverhampton," New̴Cross̴Hospital,̴Wolverhampton"," New Cross Hospital, Wolverhampton",
2011,Wolverhampton,New̴X̴Hospital,New X Hospital,
2011,Wolverhampton," New̴X̴Hospital,̴W�����ton"," New X Hospital, W�����ton",
2011,Wolverhampton,newcross̴Hospital,newcross Hospital,
2011,Wolverhampton," Norfold̴Road,̴Pewnnfields,̴W�����ton"," Norfold Road, Pewnnfields, W�����ton",
2011,Wolverhampton,North̴Street,North Street,
2011,Wolverhampton,North̴Street,North Street,
2011,Wolverhampton,North̴Street,North Street,
2011,Wolverhampton,North̴Street,North Street,
2011,Wolverhampton,North̴Street,North Street,
2011,Wolverhampton,North̴Street̴Town̴Centre̴Wolverhampton,North Street Town Centre Wolverhampton,
2011,Wolverhampton," Northwood̴Park̴Road,̴Wolves."," Northwood Park Road, Wolves.",
2011,Wolverhampton,O/s̴Grapes̴PH̴̴Moseley̴Road,O/s Grapes PH  Moseley Road,
2011,Wolverhampton,O/s̴Oceana̴Bilston̴street̴.,O/s Oceana Bilston street .,
2011,Wolverhampton," Oustide̴Yates,̴Wolverhampton"," Oustide Yates, Wolverhampton",
2011,Wolverhampton,outsdie̴yates'̴wine̴bar̴wolverhampton,outsdie yates' wine bar wolverhampton,
2011,Wolverhampton," Outside̴Subway̴Sandwich̴Shop,̴Queens̴Square,̴Wolverhampton"," Outside Subway Sandwich Shop, Queens Square, Wolverhampton",
2011,Wolverhampton,Outside̴the̴̴Avondale,Outside the  Avondale,
2011,Wolverhampton,Outside̴the̴Indie̴Bar̴̴.,Outside the Indie Bar  .,
2011,Wolverhampton," Outside̴Yates,̴North̴Street,̴Wolverhampton"," Outside Yates, North Street, Wolverhampton",
2011,Wolverhampton,Owen̴Road,Owen Road,
2011,Wolverhampton,Parkfield̴Rd,Parkfield Rd,
2011,Wolverhampton,Penn̴Road,Penn Road,
2011,Wolverhampton," Penn̴Road,̴Wolves"," Penn Road, Wolves",
2011,Wolverhampton,Pipers̴Row̴Wolverhampton,Pipers Row Wolverhampton,
2011,Wolverhampton," Pipers̴Row,̴Wolverhampton"," Pipers Row, Wolverhampton",
2011,Wolverhampton," Pipers̴Row,̴W'ton."," Pipers Row, W'ton.",
2011,Wolverhampton," Powell̴St,̴woolverhampton"," Powell St, woolverhampton",
2011,Wolverhampton,Prestwood̴Road,Prestwood Road,
2011,Wolverhampton,Pricess̴Street,Pricess Street,
2011,Wolverhampton,Pricess̴Street,Pricess Street,
2011,Wolverhampton," Prince̴Charles̴Pub,Bushbury"," Prince Charles Pub,Bushbury",
2011,Wolverhampton," Princess̴St,̴Wton"," Princess St, Wton",
2011,Wolverhampton,princess̴street,princess street,
2011,Wolverhampton,princess̴street,princess street,
2011,Wolverhampton,Princess̴Street,Princess Street,
2011,Wolverhampton,Princess̴Street,Princess Street,
2011,Wolverhampton,Princess̴Street,Princess Street,
2011,Wolverhampton," Princess̴Street,Walsall"," Princess Street,Walsall",
2011,Wolverhampton,prines̴St,prines St,
2011,Wolverhampton," Probert̴Road,̴Wton"," Probert Road, Wton",
2011,Wolverhampton," Prosser̴St,̴Wolves"," Prosser St, Wolves",
2011,Wolverhampton,Prosser̴Street,Prosser Street,
2011,Wolverhampton,Prowell̴St,Prowell St,
2011,Wolverhampton," Queen̴Sq,̴Wton"," Queen Sq, Wton",
2011,Wolverhampton,Queen̴Square,Queen Square,
2011,Wolverhampton,queen̴square,queen square,
2011,Wolverhampton,Queen̴Square,Queen Square,
2011,Wolverhampton," Queen̴Square,̴Wolverhampton"," Queen Square, Wolverhampton",
2011,Wolverhampton," Queen̴Square,̴Wolverhampton"," Queen Square, Wolverhampton",
2011,Wolverhampton," Queen̴Square,̴Wton"," Queen Square, Wton",
2011,Wolverhampton," Queen̴Squsre,̴City̴Centre,̴Wolverhampton"," Queen Squsre, City Centre, Wolverhampton",
2011,Wolverhampton,Queen̴St,Queen St,
2011,Wolverhampton,Queen̴St,Queen St,
2011,Wolverhampton,Queen̴St̴Wolverhampton,Queen St Wolverhampton,
2011,Wolverhampton,Queen̴St̴Wolverhampton,Queen St Wolverhampton,
2011,Wolverhampton,Queen̴St̴Wolverhampton,Queen St Wolverhampton,
2011,Wolverhampton,Queen̴St/Market̴St̴Wolverhampton,Queen St/Market St Wolverhampton,
2011,Wolverhampton,Queen̴St/Market̴Street̴̴junction,Queen St/Market Street  junction,
2011,Wolverhampton,Queen̴Street,Queen Street,
2011,Wolverhampton,Queen̴Street,Queen Street,
2011,Wolverhampton,Queen̴Street,Queen Street,
2011,Wolverhampton,Queen̴Street,Queen Street,
2011,Wolverhampton,Queen̴Street,Queen Street,
2011,Wolverhampton," Queen̴Street,̴wolverhampton"," Queen Street, wolverhampton",
2011,Wolverhampton," Queen̴Street,̴Wolverhampton"," Queen Street, Wolverhampton",
2011,Wolverhampton," Queen̴Street,̴Wolverhampton"," Queen Street, Wolverhampton",
2011,Wolverhampton," Queen̴Street,̴w�����ton"," Queen Street, w�����ton",
2011,Wolverhampton," Queens̴Square,̴Wolverhampton"," Queens Square, Wolverhampton",
2011,Wolverhampton," QUEENS̴SQUARE,̴WOLVERHAMPTON"," QUEENS SQUARE, WOLVERHAMPTON",
2011,Wolverhampton,Queens̴Street,Queens Street,
2011,Wolverhampton,Rear̴of̴Civic̴Centre̴Wolverhampton,Rear of Civic Centre Wolverhampton,
2011,Wolverhampton,Ring̴Road,Ring Road,
2011,Wolverhampton," Ring̴Road̴St̴Georges,̴Wolves."," Ring Road St Georges, Wolves.",
2011,Wolverhampton," Royal̴London̴P/H,Wolves̴City̴centre."," Royal London P/H,Wolves City centre.",
2011,Wolverhampton,Sainsburys̴St̴Georges,Sainsburys St Georges,
2011,Wolverhampton," Salop̴st,̴wolverhampton"," Salop st, wolverhampton",
2011,Wolverhampton," Salop̴St,̴Wolves."," Salop St, Wolves.",
2011,Wolverhampton," School̴St,̴Wton"," School St, Wton",
2011,Wolverhampton,School̴Street,School Street,
2011,Wolverhampton,School̴Street,School Street,
2011,Wolverhampton," School̴Street,̴w�����ton"," School Street, w�����ton",
2011,Wolverhampton," School̴Street,̴W'ton."," School Street, W'ton.",
2011,Wolverhampton,Showell̴Circus,Showell Circus,
2011,Wolverhampton," st̴Georges̴parade,̴wolverhampton"," st Georges parade, wolverhampton",
2011,Wolverhampton," St̴Georges̴Parade,̴Wolverhampton"," St Georges Parade, Wolverhampton",
2011,Wolverhampton," stafford̴road,̴wolverhampton"," stafford road, wolverhampton",
2011,Wolverhampton,Stafford̴St,Stafford St,
2011,Wolverhampton," Stafford̴St,̴Wton"," Stafford St, Wton",
2011,Wolverhampton,Stafford̴Street,Stafford Street,
2011,Wolverhampton,Stafford̴Street,Stafford Street,
2011,Wolverhampton," Stafford̴Street,̴Wolverhampton."," Stafford Street, Wolverhampton.",
2011,Wolverhampton," Steel̴Park̴Lane,̴Wton"," Steel Park Lane, Wton",
2011,Wolverhampton,Subway̴under̴traffic̴island̴at̴junction̴of̴Ring̴Road̴and̴Bilston̴Street,Subway under traffic island at junction of Ring Road and Bilston Street,
2011,Wolverhampton," Sweetman̴Street,̴Wton"," Sweetman Street, Wton",
2011,Wolverhampton,Temple̴St,Temple St,
2011,Wolverhampton,Tettenhall̴Road,Tettenhall Road,
2011,Wolverhampton,tettenhall̴Road,tettenhall Road,
2011,Wolverhampton," The̴Varsity,̴City̴Centre"," The Varsity, City Centre",
2011,Wolverhampton,Thornley̴Street,Thornley Street,
2011,Wolverhampton,Tower̴Street,Tower Street,
2011,Wolverhampton," Train̴Station,̴Wolverhampton"," Train Station, Wolverhampton",
2011,Wolverhampton,Trysull̴Road,Trysull Road,
2011,Wolverhampton," Vicarage̴Road,̴Wton"," Vicarage Road, Wton",
2011,Wolverhampton,Victoria̴Road,Victoria Road,
2011,Wolverhampton," Victoria̴Road,̴Wfield,̴Wton"," Victoria Road, Wfield, Wton",
2011,Wolverhampton," VIctoria̴Road,̴Wfield,Wton"," VIctoria Road, Wfield,Wton",
2011,Wolverhampton,victoria̴st,victoria st,
2011,Wolverhampton,Victoria̴Street,Victoria Street,
2011,Wolverhampton,Victoria̴Street,Victoria Street,
2011,Wolverhampton," Victoria̴Street,̴Wolverhampton"," Victoria Street, Wolverhampton",
2011,Wolverhampton," Victoria̴Street,̴Wolverhampton"," Victoria Street, Wolverhampton",
2011,Wolverhampton," Victoria̴Street,̴W�����ton"," Victoria Street, W�����ton",
2011,Wolverhampton," Villiers̴Avenue,̴Wolverhampton"," Villiers Avenue, Wolverhampton",
2011,Wolverhampton,Wallace̴Rd,Wallace Rd,
2011,Wolverhampton," Wallace̴Road,̴Bradley"," Wallace Road, Bradley",
2011,Wolverhampton," Walsall̴St,̴Bilston."," Walsall St, Bilston.",
2011,Wolverhampton," Wanderers̴Avenue,̴Blakenhall"," Wanderers Avenue, Blakenhall",
2011,Wolverhampton," Wanderers̴Avenue,̴Wton"," Wanderers Avenue, Wton",
2011,Wolverhampton," Warnford̴Walk,̴Merry̴Hill,̴w�����ton"," Warnford Walk, Merry Hill, w�����ton",
2011,Wolverhampton,warstones̴drive,warstones drive,
2011,Wolverhampton,waterloo̴Rd,waterloo Rd,
2011,Wolverhampton,Waterloo̴Rd̴Wolverhampton,Waterloo Rd Wolverhampton,
2011,Wolverhampton," Wednesfield̴High̴Street,̴Wolves."," Wednesfield High Street, Wolves.",
2011,Wolverhampton,Wellington̴Road,Wellington Road,
2011,Wolverhampton," White̴Oaks̴Street,̴Wton"," White Oaks Street, Wton",
2011,Wolverhampton,whitegates̴drive̴coseley,whitegates drive coseley,
2011,Wolverhampton," Willenhall̴Road,̴East̴Park,̴Wolverhampton"," Willenhall Road, East Park, Wolverhampton",
2011,Wolverhampton," Willenhall̴Road,̴Jtn̴Deans̴Road,̴Wton"," Willenhall Road, Jtn Deans Road, Wton",
2011,Wolverhampton,William̴Hill̴Market̴Street,William Hill Market Street,
2011,Wolverhampton,Wolverhamptn̴Train̴Station,Wolverhamptn Train Station,
2011,Wolverhampton,Wolverhampton̴̴train̴station,Wolverhampton  train station,
2011,Wolverhampton,Wolverhampton̴Railway̴Station,Wolverhampton Railway Station,
2011,Wolverhampton,Wolverhampton̴Railway̴Station,Wolverhampton Railway Station,
2011,Wolverhampton,Wolverhampton̴Railway̴Station,Wolverhampton Railway Station,
2011,Wolverhampton,wolverhampton̴road̴wednesfield,wolverhampton road wednesfield,
2011,Wolverhampton," Wolverhampton̴Road,̴Wednesfield,̴Wton"," Wolverhampton Road, Wednesfield, Wton",
2011,Wolverhampton,wolverhampton̴train̴station,wolverhampton train station,
2011,Wolverhampton,wolves̴railway̴station,wolves railway station,
2011,Wolverhampton," Wood̴End̴Road,̴Wednesfield"," Wood End Road, Wednesfield",
2011,Wolverhampton," Woodland̴Avenue,̴Tettenhall̴Wood"," Woodland Avenue, Tettenhall Wood",
2011,Wolverhampton,Woolpack̴Alley,Woolpack Alley,
2011,Wolverhampton,Wordsworth̴Avenue,Wordsworth Avenue,
2011,Wolverhampton,Wton̴Train̴Station,Wton Train Station,
2011,Wolverhampton,WV̴Front̴office,WV Front office,
2011,Wolverhampton,WVFO,WVFO,
2011,Wolverhampton,WVFO,WVFO,
2012,Birmingham,Clemence̴road,Clemence road,
2012,Birmingham,Clemence̴road,Clemence road,
2012,Birmingham,Clemence̴road,Clemence road,
2012,Birmingham,Clemence̴road,Clemence road,
2012,Birmingham,Clemence̴road,Clemence road,
2012,Birmingham,acocks̴green̴police̴station,acocks green police station,
2012,Birmingham,Albert̴Road,Albert Road,
2012,Birmingham,Alcester̴Rd̴moseley,Alcester Rd moseley,
2012,Birmingham,Alcester̴Road,Alcester Road,
2012,Birmingham,alcester̴road,alcester road,
2012,Birmingham,ALCESTER̴ROAD̴MOSELEY,ALCESTER ROAD MOSELEY,
2012,Birmingham,Alcester̴Road̴Moseley,Alcester Road Moseley,
2012,Birmingham,Alcester̴Road̴Outside̴Cross̴PH,Alcester Road Outside Cross PH,
2012,Birmingham," Alcester̴Road,̴Moseley."," Alcester Road, Moseley.",
2012,Birmingham,Alecester̴Road,Alecester Road,
2012,Birmingham,Alum̴Rock̴Road,Alum Rock Road,
2012,Birmingham,Alum̴Rock̴Road,Alum Rock Road,
2012,Birmingham,Alum̴Rock̴Road,Alum Rock Road,
2012,Birmingham," Alum̴Rock̴Road,̴Alum̴Rock"," Alum Rock Road, Alum Rock",
2012,Birmingham," Banford̴Road,̴Ward̴End"," Banford Road, Ward End",
2012,Birmingham,BELCHERS̴LANE,BELCHERS LANE,
2012,Birmingham,Belgrave̴Middle̴way,Belgrave Middle way,
2012,Birmingham,Belgravia̴Close,Belgravia Close,
2012,Birmingham,BENNETTS̴HILL̴CITY̴CENTRE,BENNETTS HILL CITY CENTRE,
2012,Birmingham,Berkely̴Road,Berkely Road,
2012,Birmingham," Birchley̴Rise̴@̴Wagon̴Lane,̴Olton"," Birchley Rise @ Wagon Lane, Olton",
2012,Birmingham,Birchtree̴Drive,Birchtree Drive,
2012,Birmingham,Birmingham̴New̴Street,Birmingham New Street,
2012,Birmingham," Birmingham̴Road,̴Castle̴Bromwich"," Birmingham Road, Castle Bromwich",
2012,Birmingham," Birmingham̴Road,̴Sutton̴Coldfield"," Birmingham Road, Sutton Coldfield",
2012,Birmingham,Bistol̴Road̴Selly̴Oak,Bistol Road Selly Oak,
2012,Birmingham,Blake̴Place.̴Bordesley̴Green,Blake Place. Bordesley Green,
2012,Birmingham,Bordesley̴Green,Bordesley Green,
2012,Birmingham,Bordesley̴Green̴East,Bordesley Green East,
2012,Birmingham," Bordesley̴Green̴Road,̴Bordesley̴Green"," Bordesley Green Road, Bordesley Green",
2012,Birmingham,Bordesley̴Green.,Bordesley Green.,
2012,Birmingham," Bordesly̴Green,̴Bordesley̴Green"," Bordesly Green, Bordesley Green",
2012,Birmingham," Boscombe̴Road,̴Tyseley,"," Boscombe Road, Tyseley,",
2012,Birmingham,Bournville̴lane,Bournville lane,
2012,Birmingham,bristol̴road,bristol road,
2012,Birmingham,Bristol̴Road̴South,Bristol Road South,
2012,Birmingham,Broad̴Street,Broad Street,
2012,Birmingham,Broad̴Street,Broad Street,
2012,Birmingham,Broad̴Street,Broad Street,
2012,Birmingham,Broad̴Street,Broad Street,
2012,Birmingham,Brookhill̴Road,Brookhill Road,
2012,Birmingham,Brooklands̴Road,Brooklands Road,
2012,Birmingham,brunswick̴road,brunswick road,
2012,Birmingham," BULLS̴HEAD,̴MOSELY"," BULLS HEAD, MOSELY",
2012,Birmingham,Caldwell̴Road,Caldwell Road,
2012,Birmingham," Church̴Road,̴Yardley"," Church Road, Yardley",
2012,Birmingham," Church̴Road,̴Yardley"," Church Road, Yardley",
2012,Birmingham," Church̴Road,̴Yew̴Tree"," Church Road, Yew Tree",
2012,Birmingham,Clodeshall̴Road,Clodeshall Road,
2012,Birmingham,Coleshill̴Road,Coleshill Road,
2012,Birmingham,Cotterills̴Lane,Cotterills Lane,
2012,Birmingham,Coventry̴̴Road,Coventry  Road,
2012,Birmingham," Coventry̴rd̴,̴Sheldon̴,̴Nr̴British̴legion̴Ivy̴Leaf."," Coventry rd , Sheldon , Nr British legion Ivy Leaf.",
2012,Birmingham,Coventry̴Rd.,Coventry Rd.,
2012,Birmingham,Coventry̴Road,Coventry Road,
2012,Birmingham," Coventry̴Road,̴Small̴Heath"," Coventry Road, Small Heath",
2012,Birmingham,CranesPark̴Road,CranesPark Road,
2012,Birmingham,Dale̴End,Dale End,
2012,Birmingham," Drews̴Lane,̴Ward̴End"," Drews Lane, Ward End",
2012,Birmingham,Elizabeth̴Road,Elizabeth Road,
2012,Birmingham," Emily̴Road,̴Acocks̴Green,̴Birmingham"," Emily Road, Acocks Green, Birmingham",
2012,Birmingham," Flaxton̴Grove,̴Kitts̴Green"," Flaxton Grove, Kitts Green",
2012,Birmingham," Foxton̴Road,̴Washwood̴Heath"," Foxton Road, Washwood Heath",
2012,Birmingham,FRONT̴OFFCIE̴KINGS̴HEATH̴POLICE̴STATION,FRONT OFFCIE KINGS HEATH POLICE STATION,
2012,Birmingham," Front̴Office,̴Stechford̴Police̴Station"," Front Office, Stechford Police Station",
2012,Birmingham,gibbins̴road,gibbins road,
2012,Birmingham,Gilsan̴Way,Gilsan Way,
2012,Birmingham,Gospel̴Farm̴Road,Gospel Farm Road,
2012,Birmingham," Gospel̴Lane,̴Acocks̴Green"," Gospel Lane, Acocks Green",
2012,Birmingham,Green̴lane̴Bordesley̴Green,Green lane Bordesley Green,
2012,Birmingham,greswold̴road,greswold road,
2012,Birmingham,Harbourne̴Road̴Harbourne,Harbourne Road Harbourne,
2012,Birmingham," Hazelville̴Road,̴̴Hall̴Green"," Hazelville Road,  Hall Green",
2012,Birmingham,Heartlands̴Hospital,Heartlands Hospital,
2012,Birmingham,Heartlands̴Hospital,Heartlands Hospital,
2012,Birmingham,Heartlands̴Hospital,Heartlands Hospital,
2012,Birmingham,Heartlands̴hospital,Heartlands hospital,
2012,Birmingham,heathfield̴road,heathfield road,
2012,Birmingham,Herrick̴Road,Herrick Road,
2012,Birmingham,High̴Street,High Street,
2012,Birmingham,High̴Street̴Kings̴Heath,High Street Kings Heath,
2012,Birmingham,High̴Street̴Solihull,High Street Solihull,
2012,Birmingham,Highfield̴Road,Highfield Road,
2012,Birmingham,Highfield̴Road̴Spark̴Brook.,Highfield Road Spark Brook.,
2012,Birmingham,Home̴Address,Home Address,
2012,Birmingham,Homer̴Rd̴near̴Holiday̴Inn,Homer Rd near Holiday Inn,
2012,Birmingham,Horrell̴Road̴Sheldon,Horrell Road Sheldon,
2012,Birmingham,Ivy̴House̴Road̴West̴Heath,Ivy House Road West Heath,
2012,Birmingham,Jakeman̴Road,Jakeman Road,
2012,Birmingham,juniper̴close,juniper close,
2012,Birmingham,Kemberton̴Road,Kemberton Road,
2012,Birmingham,kings̴heath̴high̴st,kings heath high st,
2012,Birmingham,Kings̴Norton̴Green,Kings Norton Green,
2012,Birmingham,Lady̴pool̴road,Lady pool road,
2012,Birmingham,Lady̴Pool̴Road,Lady Pool Road,
2012,Birmingham,Ladypool̴Road,Ladypool Road,
2012,Birmingham,Lea̴Hall̴Road,Lea Hall Road,
2012,Birmingham,lower̴Severn̴Street,lower Severn Street,
2012,Birmingham,Mary̴Street,Mary Street,
2012,Birmingham,Mary̴Street,Mary Street,
2012,Birmingham,middle̴park̴road,middle park road,
2012,Birmingham,Milestone̴house,Milestone house,
2012,Birmingham,Milestone̴house,Milestone house,
2012,Birmingham,Milestone̴house,Milestone house,
2012,Birmingham,Monyhull̴Road,Monyhull Road,
2012,Birmingham,Moseley̴Road,Moseley Road,
2012,Birmingham,New̴Street̴Railway̴Station,New Street Railway Station,
2012,Birmingham,New̴Street̴Station,New Street Station,
2012,Birmingham,Northliegh̴rd̴ward̴end,Northliegh rd ward end,
2012,Birmingham," O/S̴Assembly̴Rooms,̴Poplar̴Way,̴Solihull"," O/S Assembly Rooms, Poplar Way, Solihull",
2012,Birmingham," O/S̴Assembly̴Rooms,̴Solihull̴Town̴Centre"," O/S Assembly Rooms, Solihull Town Centre",
2012,Birmingham," o/s̴Chargrill̴Chicken,̴Coventry̴Road"," o/s Chargrill Chicken, Coventry Road",
2012,Birmingham,Olton̴Boulevard̴East,Olton Boulevard East,
2012,Birmingham,OUT̴SIDE̴FISH̴BAR̴HOBMOORE̴ROAD.,OUT SIDE FISH BAR HOBMOORE ROAD.,
2012,Birmingham,outside̴Arden̴oak̴pub,outside Arden oak pub,
2012,Birmingham," outside̴st̴colombia̴nursery̴,alcester̴road"," outside st colombia nursery ,alcester road",
2012,Birmingham,Outside̴the̴Bulls̴Head,Outside the Bulls Head,
2012,Birmingham," Parker̴Street,̴Edgbaston"," Parker Street, Edgbaston",
2012,Birmingham,Parkland̴on̴The̴Heathway,Parkland on The Heathway,
2012,Birmingham,Partridge̴Road,Partridge Road,
2012,Birmingham,Pershore̴Road,Pershore Road,
2012,Birmingham," Plymouth̴Road,̴Stirchley"," Plymouth Road, Stirchley",
2012,Birmingham," Poplar̴Road,̴Solihull"," Poplar Road, Solihull",
2012,Birmingham,rea̴road,rea road,
2012,Birmingham,Regency̴Hotel,Regency Hotel,
2012,Birmingham," RUNCURN̴ROAD,̴BALSALL̴HEATH"," RUNCURN ROAD, BALSALL HEATH",
2012,Birmingham,school̴road,school road,
2012,Birmingham,Sheath̴Lane,Sheath Lane,
2012,Birmingham,Sheldon̴Heath̴Park,Sheldon Heath Park,
2012,Birmingham," Shirley̴Road,̴Acocks̴Green."," Shirley Road, Acocks Green.",
2012,Birmingham,Solihull̴Town̴Centre,Solihull Town Centre,
2012,Birmingham,St̴Marys̴Road,St Marys Road,
2012,Birmingham,St̴Marys̴Row,St Marys Row,
2012,Birmingham," St̴Mary's̴Row,̴Moseley"," St Mary's Row, Moseley",
2012,Birmingham,St̴Pauls̴road,St Pauls road,
2012,Birmingham,St̴Pauls̴road,St Pauls road,
2012,Birmingham,Station̴Road̴Stechford,Station Road Stechford,
2012,Birmingham,Station̴Road̴Stechford,Station Road Stechford,
2012,Birmingham," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,Birmingham," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,Birmingham," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,Birmingham," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,Birmingham," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,Birmingham," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,Birmingham,stechford̴police̴station,stechford police station,
2012,Birmingham,Stechford̴Swimming̴Baths,Stechford Swimming Baths,
2012,Birmingham,Stoney̴lane,Stoney lane,
2012,Birmingham,Stratford̴Road,Stratford Road,
2012,Birmingham," STRATFORD̴ROAD,̴SPARKBROOK"," STRATFORD ROAD, SPARKBROOK",
2012,Birmingham," Stratford̴Road,̴Sparkhill"," Stratford Road, Sparkhill",
2012,Birmingham," SUMMERFIELD̴ROAD,̴WEOLEY̴CASTLE"," SUMMERFIELD ROAD, WEOLEY CASTLE",
2012,Birmingham,Sunbeam̴way.,Sunbeam way.,
2012,Birmingham,Swanshurst̴Park,Swanshurst Park,
2012,Birmingham,The̴Parade̴Sutton̴Coldfield,The Parade Sutton Coldfield,
2012,Birmingham,The̴Radleys,The Radleys,
2012,Birmingham,Tile̴Cross̴Road,Tile Cross Road,
2012,Birmingham," Tote̴Betting̴shop,̴Alum̴Rock̴Road"," Tote Betting shop, Alum Rock Road",
2012,Birmingham,Turnburry̴Road,Turnburry Road,
2012,Birmingham," Umberslade̴Road,̴Selly̴Oak"," Umberslade Road, Selly Oak",
2012,Birmingham," VICARAGE̴ROAD,̴KINGHS̴HEATH"," VICARAGE ROAD, KINGHS HEATH",
2012,Birmingham," Victoria̴Road,̴Bordesley̴Green"," Victoria Road, Bordesley Green",
2012,Birmingham,WAKE̴GREEN̴ROAD,WAKE GREEN ROAD,
2012,Birmingham,Ward̴End̴Park,Ward End Park,
2012,Birmingham,warwich̴rd,warwich rd,
2012,Birmingham,Warwick̴Road,Warwick Road,
2012,Birmingham," warwick̴road,̴accocks̴green"," warwick road, accocks green",
